mass,energy,peak,ds
1.8e+30,4.5e+43,0.1601238124861438,12.950000000000003
1.8e+30,5e+43,0.1648918621323264,12.650000000000004
1.8e+30,5.500000000000001e+43,0.16928016028474535,12.550000000000002
1.8e+30,6.000000000000001e+43,0.17334830028672102,12.350000000000003
1.8e+30,6.500000000000002e+43,0.1771408799204568,12.250000000000002
1.8e+30,7.000000000000002e+43,0.18069590592755827,12.050000000000002
1.8e+30,7.500000000000003e+43,0.18404532379784747,11.950000000000001
1.8e+30,8.000000000000003e+43,0.18720621068045648,11.850000000000003
1.8e+30,8.500000000000004e+43,0.1902093021008057,11.750000000000002
1.8e+30,9.000000000000004e+43,0.19306233383132324,11.550000000000004
1.8e+30,9.500000000000004e+43,0.1957815137494436,11.450000000000001
1.82e+30,1e+43,0.10057053019460327,16.950000000000003
1.82e+30,1.5e+43,0.11445539667707068,15.649999999999999
1.82e+30,2.0000000000000003e+43,0.12509542806954543,14.95
1.82e+30,2.5e+43,0.13380315446951108,14.349999999999994
1.82e+30,3e+43,0.14121282302721275,13.95
1.82e+30,3.5e+43,0.14768474423021521,13.55
1.82e+30,4e+43,0.15344488536052486,13.25
1.82e+30,4.5e+43,0.15864190202593786,13.05
1.82e+30,5e+43,0.163381278174845,12.850000000000003
1.82e+30,5.500000000000001e+43,0.1677468374334474,12.65
1.82e+30,6.000000000000001e+43,0.17179238211029768,12.450000000000003
1.82e+30,6.500000000000002e+43,0.1755651080777499,12.250000000000004
1.82e+30,7.000000000000002e+43,0.17910054229253897,12.150000000000004
1.82e+30,7.500000000000003e+43,0.1824317245390052,11.950000000000003
1.82e+30,8.000000000000003e+43,0.18557940709539017,11.850000000000001
1.82e+30,8.500000000000004e+43,0.18856516331067819,11.750000000000002
1.82e+30,9.000000000000004e+43,0.1914021838690865,11.650000000000004
1.82e+30,9.500000000000004e+43,0.19411219578776157,11.550000000000002
1.84e+30,1e+43,0.099503943289903,17.050000000000004
1.84e+30,1.5e+43,0.11328432282846015,15.75
1.84e+30,2.0000000000000003e+43,0.12384939287408106,14.950000000000006
1.84e+30,2.5e+43,0.13249870584707962,14.45
1.84e+30,3e+43,0.139861097363832,14.05
1.84e+30,3.5e+43,0.14629295144715385,13.650000000000002
1.84e+30,4e+43,0.1520173982620702,13.350000000000001
1.84e+30,4.5e+43,0.15718410000843844,13.05
1.84e+30,5e+43,0.16189783993260548,12.850000000000001
1.84e+30,5.500000000000001e+43,0.16623786518138323,12.650000000000002
1.84e+30,6.000000000000001e+43,0.17026089752787774,12.450000000000005
1.84e+30,6.500000000000002e+43,0.17401381781371514,12.350000000000003
1.84e+30,7.000000000000002e+43,0.17753194698333755,12.15
1.84e+30,7.500000000000003e+43,0.1808426944279837,12.050000000000002
1.84e+30,8.000000000000003e+43,0.18397712850409642,11.950000000000001
1.84e+30,8.500000000000004e+43,0.18694558748711232,11.750000000000004
1.84e+30,9.000000000000004e+43,0.18977221965144778,11.750000000000002
1.84e+30,9.500000000000004e+43,0.1924684460223493,11.650000000000002
1.86e+30,1e+43,0.0984570462336287,17.149999999999995
1.86e+30,1.5e+43,0.11213419067462009,15.850000000000001
1.86e+30,2.0000000000000003e+43,0.12262511677225267,15.049999999999994
1.86e+30,2.5e+43,0.13121658586944185,14.450000000000006
1.86e+30,3e+43,0.1385321151527098,14.05
1.86e+30,3.5e+43,0.1449242111948293,13.75
1.86e+30,4e+43,0.15061320781994922,13.350000000000001
1.86e+30,4.5e+43,0.15574977541039473,13.150000000000002
1.86e+30,5e+43,0.16043799933834232,12.950000000000003
1.86e+30,5.500000000000001e+43,0.1647526099144315,12.650000000000004
1.86e+30,6.000000000000001e+43,0.16875321294648474,12.550000000000002
1.86e+30,6.500000000000002e+43,0.17248637579660278,12.350000000000001
1.86e+30,7.000000000000002e+43,0.1759872133107084,12.250000000000004
1.86e+30,7.500000000000003e+43,0.1792824016190597,12.150000000000004
1.86e+30,8.000000000000003e+43,0.18239874519769184,11.950000000000003
1.86e+30,8.500000000000004e+43,0.18535344351342684,11.950000000000003
1.86e+30,9.000000000000004e+43,0.18816690622790244,11.750000000000002
1.86e+30,9.500000000000004e+43,0.1908485343785157,11.650000000000004
1.88e+30,1e+43,0.09742930355890163,17.249999999999996
1.88e+30,1.5e+43,0.11100455411519207,16.050000000000004
1.88e+30,2.0000000000000003e+43,0.12142202164047074,15.149999999999999
1.88e+30,2.5e+43,0.12995620508743205,14.549999999999994
1.88e+30,3e+43,0.1372252785445153,14.149999999999999
1.88e+30,3.5e+43,0.14357792016984655,13.75
1.88e+30,4e+43,0.14923265948309197,13.55
1.88e+30,4.5e+43,0.15433871798090815,13.25
1.88e+30,5e+43,0.15900114549610347,12.95
1.88e+30,5.500000000000001e+43,0.16329046063800334,12.750000000000004
1.88e+30,6.000000000000001e+43,0.16727079777320758,12.65
1.88e+30,6.500000000000002e+43,0.1709829727731875,12.450000000000003
1.88e+30,7.000000000000002e+43,0.1744657314288486,12.250000000000002
1.88e+30,7.500000000000003e+43,0.17774594417621303,12.15
1.88e+30,8.000000000000003e+43,0.18084365032964675,12.050000000000002
1.88e+30,8.500000000000004e+43,0.18378714599182078,11.950000000000001
1.88e+30,9.000000000000004e+43,0.18658482353173844,11.850000000000001
1.88e+30,9.500000000000004e+43,0.1892518603956356,11.65
1.9e+30,1e+43,0.09642019840506502,17.35
1.9e+30,1.5e+43,0.10989554098643946,16.149999999999995
1.9e+30,2.0000000000000003e+43,0.1202400106826061,15.350000000000001
1.9e+30,2.5e+43,0.12871749541576064,14.749999999999996
1.9e+30,3e+43,0.13594001055744034,14.150000000000002
1.9e+30,3.5e+43,0.14225349620240746,13.850000000000001
1.9e+30,4e+43,0.1478761395868849,13.55
1.9e+30,4.5e+43,0.1529528087872046,13.349999999999998
1.9e+30,5e+43,0.15758668914093796,13.05
1.9e+30,5.500000000000001e+43,0.16185461100693513,12.850000000000001
1.9e+30,6.000000000000001e+43,0.16581323057483066,12.650000000000002
1.9e+30,6.500000000000002e+43,0.16950612822076008,12.550000000000002
1.9e+30,7.000000000000002e+43,0.17296807156136132,12.450000000000001
1.9e+30,7.500000000000003e+43,0.17623213043013133,12.250000000000004
1.9e+30,8.000000000000003e+43,0.17931643963655253,12.150000000000004
1.9e+30,8.500000000000004e+43,0.18224347469078436,11.950000000000003
1.9e+30,9.000000000000004e+43,0.18502539077457913,11.850000000000003
1.9e+30,9.500000000000004e+43,0.187683960882786,11.850000000000003
1.92e+30,1e+43,0.09542923176983775,17.450000000000003
1.92e+30,1.5e+43,0.1088058569090873,16.249999999999996
1.92e+30,2.0000000000000003e+43,0.11907895664540545,15.349999999999994
1.92e+30,2.5e+43,0.12750064405277747,14.750000000000007
1.92e+30,3e+43,0.1346761051961455,14.350000000000001
1.92e+30,3.5e+43,0.14095087659511693,13.95
1.92e+30,4e+43,0.1465411268548847,13.650000000000002
1.92e+30,4.5e+43,0.15158856967358098,13.350000000000001
1.92e+30,5e+43,0.15619534548334046,13.150000000000002
1.92e+30,5.500000000000001e+43,0.1604408787473865,12.950000000000003
1.92e+30,6.000000000000001e+43,0.16437762052197813,12.750000000000002
1.92e+30,6.500000000000002e+43,0.16805127939567058,12.550000000000002
1.92e+30,7.000000000000002e+43,0.17149641618274578,12.450000000000003
1.92e+30,7.500000000000003e+43,0.17474039470483213,12.250000000000002
1.92e+30,8.000000000000003e+43,0.17781184629580912,12.15
1.92e+30,8.500000000000004e+43,0.18072186779414548,12.050000000000002
1.92e+30,9.000000000000004e+43,0.1834941602596863,11.950000000000001
1.92e+30,9.500000000000004e+43,0.1861386698968082,11.850000000000001
1.94e+30,1e+43,0.09445592179334357,17.550000000000004
1.94e+30,1.5e+43,0.10773499431632243,16.250000000000007
1.94e+30,2.0000000000000003e+43,0.11793746764660122,15.45
1.94e+30,2.5e+43,0.12630387521573436,14.849999999999994
1.94e+30,3e+43,0.13343449056303316,14.450000000000003
1.94e+30,3.5e+43,0.13967107439480642,14.05
1.94e+30,4e+43,0.14522707473358412,13.649999999999999
1.94e+30,4.5e+43,0.1502454522154085,13.45
1.94e+30,5e+43,0.15482766020086342,13.25
1.94e+30,5.500000000000001e+43,0.1590484795029461,12.95
1.94e+30,6.000000000000001e+43,0.162963418491306,12.750000000000004
1.94e+30,6.500000000000002e+43,0.16661787801167202,12.650000000000002
1.94e+30,7.000000000000002e+43,0.17004621247140833,12.450000000000005
1.94e+30,7.500000000000003e+43,0.1732746290141469,12.350000000000003
1.94e+30,8.000000000000003e+43,0.1763287326953519,12.250000000000004
1.94e+30,8.500000000000004e+43,0.1792259502946461,12.150000000000004
1.94e+30,9.000000000000004e+43,0.1819846665207451,12.050000000000004
1.94e+30,9.500000000000004e+43,0.18461479796019514,11.850000000000003
1.96e+30,1e+43,0.09349980307277582,17.650000000000002
1.96e+30,1.5e+43,0.10668246299227878,16.349999999999994
1.96e+30,2.0000000000000003e+43,0.11681503879227434,15.55
1.96e+30,2.5e+43,0.1251266744921555,14.95
1.96e+30,3e+43,0.13221280962208826,14.45
1.96e+30,3.5e+43,0.13841148028893685,14.05
1.96e+30,4e+43,0.14393345555911302,13.75
1.96e+30,4.5e+43,0.14892292700499551,13.450000000000003
1.96e+30,5e+43,0.1534806649338259,13.25
1.96e+30,5.500000000000001e+43,0.157676882891794,13.05
1.96e+30,6.000000000000001e+43,0.1615710926236267,12.950000000000003
1.96e+30,6.500000000000002e+43,0.16520565410949783,12.750000000000004
1.96e+30,7.000000000000002e+43,0.16861693274613354,12.550000000000002
1.96e+30,7.500000000000003e+43,0.17183078157843593,12.450000000000003
1.96e+30,8.000000000000003e+43,0.1748669264139861,12.350000000000001
1.96e+30,8.500000000000004e+43,0.17775288025611807,12.15
1.96e+30,9.000000000000004e+43,0.18049606530083864,12.050000000000002
1.96e+30,9.500000000000004e+43,0.18311355669708226,12.050000000000002
1.98e+30,1e+43,0.0925605355142214,17.849999999999998
1.98e+30,1.5e+43,0.10564778937459025,16.449999999999996
1.98e+30,2.0000000000000003e+43,0.11571118236184254,15.549999999999994
1.98e+30,2.5e+43,0.12396854500112779,14.950000000000006
1.98e+30,3e+43,0.13101055905957218,14.55
1.98e+30,3.5e+43,0.13717158689448417,14.149999999999999
1.98e+30,4e+43,0.142661111462908,13.850000000000001
1.98e+30,4.5e+43,0.14762207076301737,13.55
1.98e+30,5e+43,0.1521538475611946,13.25
1.98e+30,5.500000000000001e+43,0.15632811023549995,13.150000000000002
1.98e+30,6.000000000000001e+43,0.16020254173228776,12.950000000000003
1.98e+30,6.500000000000002e+43,0.16381834549673938,12.750000000000002
1.98e+30,7.000000000000002e+43,0.16720952117037366,12.65
1.98e+30,7.500000000000003e+43,0.1704073212139441,12.450000000000005
1.98e+30,8.000000000000003e+43,0.17343098453046737,12.350000000000003
1.98e+30,8.500000000000004e+43,0.1763001756257786,12.250000000000004
1.98e+30,9.000000000000004e+43,0.17902983124641536,12.150000000000004
1.98e+30,9.500000000000004e+43,0.1816376865897338,12.050000000000004
2e+30,1e+43,0.09163809061921901,17.95
2e+30,1.5e+43,0.1046305158875133,16.55
2e+30,2.0000000000000003e+43,0.11462542711548926,15.649999999999999
2e+30,2.5e+43,0.12282900668128496,15.049999999999994
2e+30,3e+43,0.12982725266028144,14.549999999999994
2e+30,3.5e+43,0.13595090411047042,14.150000000000002
2e+30,4e+43,0.14140982168132943,13.95
2e+30,4.5e+43,0.14634255181652694,13.650000000000002
2e+30,5e+43,0.15084687143802672,13.450000000000003
2e+30,5.500000000000001e+43,0.15500063352374138,13.150000000000002
2e+30,6.000000000000001e+43,0.1588537778987656,12.95
2e+30,6.500000000000002e+43,0.16245085583480878,12.850000000000001
2e+30,7.000000000000002e+43,0.16582566136589422,12.650000000000002
2e+30,7.500000000000003e+43,0.16900404858560492,12.550000000000002
2e+30,8.000000000000003e+43,0.1720148792863552,12.350000000000001
2e+30,8.500000000000004e+43,0.17486771144175128,12.350000000000001
2e+30,9.000000000000004e+43,0.17758789670565675,12.15
2e+30,9.500000000000004e+43,0.18018158546438182,12.050000000000002
2.02e+30,1e+43,0.0907315410622939,17.950000000000003
2.02e+30,1.5e+43,0.10363020030429455,16.549999999999994
2.02e+30,2.0000000000000003e+43,0.11355744990783248,15.850000000000001
2.02e+30,2.5e+43,0.1217087317427618,15.150000000000002
2.02e+30,3e+43,0.1286625119041881,14.749999999999996
2.02e+30,3.5e+43,0.13474988962411916,14.350000000000001
2.02e+30,4e+43,0.14017743959277407,13.950000000000003
2.02e+30,4.5e+43,0.14508208547464949,13.649999999999999
2.02e+30,5e+43,0.1495626809340761,13.45
2.02e+30,5.500000000000001e+43,0.15369239842359123,13.25
2.02e+30,6.000000000000001e+43,0.15752432439891179,13.05
2.02e+30,6.500000000000002e+43,0.16110270962671525,12.850000000000001
2.02e+30,7.000000000000002e+43,0.16446114326958877,12.750000000000002
2.02e+30,7.500000000000003e+43,0.1676253442464063,12.65
2.02e+30,8.000000000000003e+43,0.1706181407311643,12.450000000000005
2.02e+30,8.500000000000004e+43,0.1734603733166967,12.350000000000003
2.02e+30,9.000000000000004e+43,0.176165259168407,12.250000000000004
2.02e+30,9.500000000000004e+43,0.17874479081319844,12.050000000000002
2.04e+30,1e+43,0.08984047942084529,18.049999999999997
2.04e+30,1.5e+43,0.10264725354084248,16.749999999999996
2.04e+30,2.0000000000000003e+43,0.11250803448069929,15.849999999999994
2.04e+30,2.5e+43,0.12060686526938565,15.250000000000007
2.04e+30,3e+43,0.12751797635058948,14.750000000000007
2.04e+30,3.5e+43,0.13356886175923086,14.349999999999994
2.04e+30,4e+43,0.13896350506944588,14.05
2.04e+30,4.5e+43,0.14384021052526166,13.75
2.04e+30,5e+43,0.1482971641124598,13.55
2.04e+30,5.500000000000001e+43,0.15240294373700092,13.25
2.04e+30,6.000000000000001e+43,0.15621519107464119,13.150000000000002
2.04e+30,6.500000000000002e+43,0.15977469877689615,12.950000000000003
2.04e+30,7.000000000000002e+43,0.16311550943171124,12.750000000000004
2.04e+30,7.500000000000003e+43,0.16626548971712912,12.650000000000002
2.04e+30,8.000000000000003e+43,0.1692430845121178,12.550000000000002
2.04e+30,8.500000000000004e+43,0.17207185736911754,12.350000000000001
2.04e+30,9.000000000000004e+43,0.1747614701370137,12.250000000000002
2.04e+30,9.500000000000004e+43,0.17733236433701016,12.250000000000002
2.06e+30,1e+43,0.08896451184290641,18.15
2.06e+30,1.5e+43,0.10168066994239876,16.85
2.06e+30,2.0000000000000003e+43,0.11147538543142196,15.949999999999996
2.06e+30,2.5e+43,0.11952222144618797,15.349999999999994
2.06e+30,3e+43,0.1263909890934897,14.849999999999994
2.06e+30,3.5e+43,0.1324056285514764,14.45
2.06e+30,4e+43,0.13776791574388747,14.150000000000002
2.06e+30,4.5e+43,0.14261746534672753,13.850000000000001
2.06e+30,5e+43,0.14704987510389503,13.55
2.06e+30,5.500000000000001e+43,0.1511345772543436,13.450000000000003
2.06e+30,6.000000000000001e+43,0.15492740157309154,13.150000000000002
2.06e+30,6.500000000000002e+43,0.15846862512178922,13.05
2.06e+30,7.000000000000002e+43,0.1617914793389626,12.850000000000001
2.06e+30,7.500000000000003e+43,0.164924045529785,12.650000000000004
2.06e+30,8.000000000000003e+43,0.16788941995580986,12.550000000000002
2.06e+30,8.500000000000004e+43,0.17070172876544432,12.450000000000005
2.06e+30,9.000000000000004e+43,0.17338168435959433,12.350000000000003
2.06e+30,9.500000000000004e+43,0.17593941575767366,12.250000000000004
2.08e+30,1e+43,0.08810325751207408,18.250000000000004
2.08e+30,1.5e+43,0.10072979805967583,16.950000000000003
