x_val,y_val,result
0.020584587762320243,1.3797879846734362,0.0004079284657492554
0.041169175524640486,1.3797879846734362,0.0015704854826006766
0.06175376328696073,1.3797879846734362,0.0034001109005549423
0.08233835104928097,1.3797879846734362,0.005814741341704747
0.10292293881160121,1.3797879846734362,0.008737556693821667
0.12350752657392146,1.3797879846734362,0.012096740980589793
0.1440921143362417,1.3797879846734362,0.01582525639819119
0.16467670209856194,1.3797879846734362,0.019860629387581916
0.1852612898608822,1.3797879846734362,0.024144747689084763
0.20584587762320242,1.3797879846734362,0.02862366740089135
0.22643046538552267,1.3797879846734362,0.033247429135716614
0.24701505314784292,1.3797879846734362,0.03796988244017672
0.26759964091016314,1.3797879846734362,0.04274851770944412
0.2881842286724834,1.3797879846734362,0.04754430489533947
0.30876881643480364,1.3797879846734362,0.05232153836920901
0.3293534041971239,1.3797879846734362,0.05704768736166212
0.34993799195944414,1.3797879846734362,0.061693251459454125
0.3705225797217644,1.3797879846734362,0.06623162069544465
0.3911071674840846,1.3797879846734362,0.07063893982058639
0.41169175524640483,1.3797879846734362,0.07489397639725404
0.4322763430087251,1.3797879846734362,0.07897799240085959
0.45286093077104533,1.3797879846734362,0.08287461906157743
0.4734455185333656,1.3797879846734362,0.0865697347200829
0.49403010629568583,1.3797879846734362,0.09005134551046574
0.5146146940580061,1.3797879846734362,0.09330946871989317
0.5351992818203263,1.3797879846734362,0.09633601870816079
0.5557838695826466,1.3797879846734362,0.09912469530098056
0.5763684573449668,1.3797879846734362,0.1016708745987304
0.5969530451072871,1.3797879846734362,0.10397150216745166
0.6175376328696073,1.3797879846734362,0.10602498860116619
0.6381222206319275,1.3797879846734362,0.10783110746414383
0.6587068083942478,1.3797879846734362,0.1093908956386414
0.679291396156568,1.3797879846734362,0.11070655611793319
0.6998759839188883,1.3797879846734362,0.11178136329623865
0.7204605716812085,1.3797879846734362,0.11261957081652547
0.7410451594435288,1.3797879846734362,0.11322632204422559
0.761629747205849,1.3797879846734362,0.11360756323976863
0.7822143349681692,1.3797879846734362,0.11376995950562677
0.8027989227304895,1.3797879846734362,0.11372081358441527
0.8233835104928097,1.3797879846734362,0.11346798758363787
0.84396809825513,1.3797879846734362,0.11301982770004645
0.8645526860174502,1.3797879846734362,0.1123850920124529
0.8851372737797705,1.3797879846734362,0.11157288140633274
0.9057218615420907,1.3797879846734362,0.1105925736868501
0.9263064493044109,1.3797879846734362,0.1094537609291653
0.9468910370667312,1.3797879846734362,0.10816619010621067
0.9674756248290514,1.3797879846734362,0.10673970702469247
0.9880602125913717,1.3797879846734362,0.10518420359004066
1.0086448003536919,1.3797879846734362,0.10350956841053505
1.0292293881160122,1.3797879846734362,0.10172564074002079
1.0498139758783325,1.3797879846734362,0.09984216774762907
1.0703985636406526,1.3797879846734362,0.09786876509186442
1.0909831514029729,1.3797879846734362,0.09581488076543268
1.1115677391652932,1.3797879846734362,0.09368976216637696
1.1321523269276133,1.3797879846734362,0.09150242634056609
1.1527369146899336,1.3797879846734362,0.08926163333044228
1.1733215024522539,1.3797879846734362,0.08697586255526384
1.1939060902145742,1.3797879846734362,0.08465329213895774
1.2144906779768943,1.3797879846734362,0.08230178109319011
1.2350752657392146,1.3797879846734362,0.07992885425543142
1.2556598535015349,1.3797879846734362,0.07754168987468507
1.276244441263855,1.3797879846734362,0.07514710973119984
1.2968290290261753,1.3797879846734362,0.07275157167093414
1.3174136167884956,1.3797879846734362,0.07036116443079617
1.3379982045508159,1.3797879846734362,0.06798160462676502
1.358582792313136,1.3797879846734362,0.06561823577390688
1.3791673800754563,1.3797879846734362,0.06327602920502964
1.3997519678377766,1.3797879846734362,0.06095958675325934
1.4203365556000966,1.3797879846734362,0.05867314506315132
1.440921143362417,1.3797879846734362,0.056420581395044876
1.4615057311247373,1.3797879846734362,0.05420542078819832
1.4820903188870576,1.3797879846734362,0.05203084444976643
1.5026749066493776,1.3797879846734362,0.04989969923886695
1.523259494411698,1.3797879846734362,0.047814508117775135
1.5438440821740183,1.3797879846734362,0.045777481445647236
1.5644286699363383,1.3797879846734362,0.04379052899404622
1.5850132576986586,1.3797879846734362,0.041855272567882025
1.605597845460979,1.3797879846734362,0.039973059120125054
1.6261824332232993,1.3797879846734362,0.03814497425375623
0.02911100318933253,0.9756574405623069,0.000815682806616721
0.05822200637866506,0.9756574405623069,0.0031382709335949052
0.08733300956799758,0.9756574405623069,0.006786984075336096
0.11644401275733011,0.9756574405623069,0.011588993872336313
0.14555501594666265,0.9756574405623069,0.017379520655235826
0.17466601913599517,0.9756574405623069,0.024001933430289054
0.2037770223253277,0.9756574405623069,0.03130784732520539
0.23288802551466023,0.9756574405623069,0.0391572130893114
0.2619990287039928,0.9756574405623069,0.04741839366767802
0.2911100318933253,0.9756574405623069,0.055968223339565526
0.3202210350826578,0.9756574405623069,0.06469204542081052
0.34933203827199033,0.9756574405623069,0.07348372507050863
